# power spectrum of phi
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  4.841676e-02   1.530336e-11   4.364102e-05   4.818446e-13   2352
  4.855552e-02   1.470652e-11   3.625519e-05   4.913453e-13   1836
  4.868217e-02   1.415948e-11   3.867534e-05   4.415452e-13   2352
  4.882436e-02   1.325599e-11   4.056520e-05   4.616935e-13   2008
  4.895471e-02   1.464599e-11   3.990633e-05   3.898216e-13   2464
  4.910006e-02   1.381112e-11   3.218620e-05   4.540149e-13   2118
  4.921928e-02   1.349768e-11   3.235521e-05   5.241265e-13   1848
  4.934199e-02   1.593928e-11   4.281651e-05   5.475615e-13   2280
  4.949021e-02   1.471235e-11   4.072874e-05   4.694618e-13   2472
  4.962871e-02   1.294247e-11   2.721777e-05   3.932740e-13   2280
  4.974498e-02   1.342083e-11   3.326914e-05   4.303531e-13   1992
  4.987037e-02   1.337743e-11   3.497611e-05   4.570796e-13   2184
  5.001496e-02   1.222269e-11   4.219327e-05   3.505593e-13   2352
  5.015428e-02   1.233610e-11   4.446417e-05   3.433688e-13   2496
  5.029070e-02   1.296433e-11   4.153005e-05   4.714574e-13   1770
  5.041307e-02   1.366483e-11   3.583387e-05   4.460385e-13   2568
  5.056016e-02   1.324250e-11   4.395171e-05   4.560330e-13   2712
  5.069387e-02   1.354156e-11   3.490401e-05   4.298193e-13   2448
  5.082739e-02   1.297722e-11   2.942229e-05   5.072842e-13   2064
  5.093815e-02   1.299248e-11   3.105589e-05   4.392201e-13   1944
  5.108176e-02   1.275049e-11   3.836543e-05   4.027755e-13   2480
  5.122827e-02   1.162498e-11   4.167612e-05   3.237856e-13   2880
  5.135803e-02   1.104641e-11   3.997838e-05   3.464835e-13   2304
  5.149357e-02   1.128651e-11   3.673025e-05   3.610814e-13   1806
  5.161376e-02   1.345096e-11   3.602117e-05   4.443681e-13   2856
  5.176436e-02   1.355173e-11   3.454539e-05   4.112760e-13   2568
  5.187898e-02   1.242857e-11   3.465861e-05   4.656121e-13   2112
  5.200371e-02   1.294526e-11   3.338235e-05   4.446242e-13   2028
  5.213754e-02   1.164931e-11   3.951487e-05   3.743072e-13   2712
  5.227342e-02   1.126295e-11   4.257104e-05   3.238703e-13   2952
  5.241946e-02   1.055394e-11   3.289335e-05   3.869365e-13   2112
  5.253752e-02   1.012208e-11   3.854933e-05   2.998732e-13   2520
  5.267934e-02   1.016054e-11   3.718159e-05   3.210154e-13   2376
  5.280850e-02   1.226820e-11   2.980600e-05   4.020064e-13   2526
  5.294258e-02   1.278952e-11   3.709278e-05   4.282606e-13   2664
  5.307533e-02   1.191282e-11   4.424111e-05   4.235384e-13   2408
  5.320257e-02   1.092447e-11   3.543885e-05   3.756228e-13   2568
  5.333234e-02   1.071332e-11   3.341247e-05   3.202532e-13   2904
  5.347313e-02   1.082302e-11   3.748974e-05   3.694706e-13   2544
  5.360688e-02   1.004745e-11   2.761377e-05   3.534439e-13   2160
  5.373309e-02   1.094508e-11   4.774103e-05   3.539477e-13   2652
  5.387251e-02   8.924076e-12   3.780107e-05   2.443218e-13   2784
  5.400667e-02   1.187260e-11   3.732966e-05   4.061236e-13   2694
  5.414568e-02   1.050904e-11   3.354893e-05   3.439987e-13   2952
  5.426646e-02   1.095706e-11   3.177694e-05   4.505378e-13   2208
  5.438951e-02   1.235212e-11   3.386795e-05   4.493746e-13   2304
  5.452686e-02   1.082682e-11   4.404153e-05   3.451663e-13   3504
  5.468704e-02   1.091875e-11   3.566199e-05   4.261924e-13   2616
  5.481197e-02   9.097867e-12   3.483888e-05   2.809943e-13   2664
  5.493231e-02   1.013799e-11   3.236837e-05   3.650117e-13   2448
  5.505358e-02   9.621444e-12   4.507847e-05   3.072697e-13   2472
  5.519625e-02   9.323308e-12   3.583995e-05   2.936245e-13   3134
  5.533052e-02   1.111495e-11   3.919837e-05   4.333620e-13   2616
