# power spectrum of chi
# redshift z=30.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  4.268815e-01   4.864205e-24   2.129084e-04   3.460078e-25   216
  4.276334e-01   4.066691e-24   2.124592e-04   2.345366e-25   360
  4.289721e-01   4.587961e-24   2.073582e-04   3.027280e-25   312
  4.301803e-01   3.772425e-24   0.000000e+00   4.588523e-25   48
  4.308767e-01   4.906474e-24   2.223178e-04   2.448836e-25   432
  4.321240e-01   4.321289e-24   3.708284e-04   2.150320e-25   414
  4.328606e-01   4.693722e-24   0.000000e+00   2.743094e-25   312
  4.342347e-01   4.553956e-24   3.253813e-04   2.190380e-25   528
  4.351620e-01   4.622373e-24   1.707976e-04   2.678631e-25   264
  4.362761e-01   4.076521e-24   2.025191e-04   1.872396e-25   480
  4.377318e-01   3.840650e-24   0.000000e+00   2.296019e-25   288
  4.383604e-01   4.413622e-24   2.176005e-04   2.988418e-25   168
  4.395105e-01   4.682035e-24   3.444610e-04   2.106599e-25   504
  4.408036e-01   4.053770e-24   5.298191e-09   3.132841e-25   144
  4.416171e-01   4.170760e-24   2.212265e-04   1.835532e-25   464
  4.428396e-01   3.812858e-24   3.246624e-04   1.944447e-25   432
  4.434197e-01   3.298782e-24   0.000000e+00   2.095434e-25   192
  4.449189e-01   3.594179e-24   2.406833e-04   1.896772e-25   396
  4.458042e-01   3.448060e-24   2.162000e-04   2.135797e-25   288
  4.466990e-01   3.306391e-24   2.135686e-04   1.823502e-25   336
  4.481283e-01   3.284903e-24   1.352359e-04   1.776541e-25   432
  4.490354e-01   3.677243e-24   3.505126e-04   1.763703e-25   360
  4.500539e-01   3.748006e-24   2.073334e-04   2.137434e-25   384
  4.515004e-01   3.650634e-24   1.830116e-04   2.278309e-25   198
  4.521974e-01   3.353893e-24   2.080246e-04   1.271942e-25   552
  4.534970e-01   3.338365e-24   2.912202e-04   1.561268e-25   432
  4.545821e-01   3.195902e-24   6.422377e-09   1.852591e-25   168
  4.554927e-01   3.165864e-24   3.610065e-04   1.390361e-25   480
  4.566974e-01   2.874748e-24   6.357829e-09   4.395076e-25   120
  4.572396e-01   3.046486e-24   2.948545e-04   1.741035e-25   336
  4.585628e-01   3.010258e-24   2.080152e-04   1.144060e-25   672
  4.598711e-01   3.295250e-24   3.025866e-04   1.468424e-25   528
  4.604805e-01   2.635242e-24   0.000000e+00   1.943928e-25   168
  4.618883e-01   3.035036e-24   3.375333e-04   1.519453e-25   456
  4.627474e-01   3.155996e-24   2.061344e-04   2.903427e-25   168
  4.636392e-01   2.998809e-24   2.057643e-04   1.310457e-25   504
  4.651216e-01   2.476020e-24   2.647872e-04   1.390978e-25   336
  4.660180e-01   2.984402e-24   1.908802e-04   2.171653e-25   312
  4.670124e-01   2.858833e-24   1.865029e-04   1.314674e-25   504
  4.683210e-01   2.928464e-24   1.294009e-04   1.457367e-25   432
  4.689362e-01   2.535159e-24   1.999672e-04   1.384192e-25   312
  4.702151e-01   2.373856e-24   2.049761e-04   1.227207e-25   384
  4.715504e-01   2.019670e-24   1.741510e-04   1.711706e-25   126
  4.723748e-01   2.764740e-24   3.057676e-04   1.464505e-25   492
  4.734278e-01   2.513294e-24   1.958445e-04   1.208187e-25   528
  4.747438e-01   2.380358e-24   1.989360e-04   1.091350e-25   480
  4.755596e-01   2.511174e-24   2.748289e-04   1.374560e-25   432
  4.767402e-01   2.456902e-24   2.161166e-04   1.164626e-25   440
  4.781114e-01   2.178655e-24   1.074739e-04   1.097024e-25   312
  4.786259e-01   2.152038e-24   1.610586e-04   1.051366e-25   480
  4.796813e-01   2.287624e-24   3.153497e-04   1.161741e-25   408
  4.812233e-01   2.318927e-24   1.888588e-04   1.341560e-25   360
  4.818747e-01   2.299856e-24   1.822418e-04   1.317397e-25   408
  4.830820e-01   1.997790e-24   1.854542e-04   9.428427e-26   456
  4.844414e-01   2.208981e-24   1.772485e-04   1.501586e-25   264
  4.851959e-01   2.193237e-24   1.923591e-04   1.112957e-25   384
